country,date,inflation_rate
United Kingdom,2018-08-01,106.5
United Kingdom,2018-09-01,2.2
United Kingdom,2018-09-01,106.6
United Kingdom,2018-10-01,2.2
United Kingdom,2018-10-01,106.7
United Kingdom,2018-11-01,2.2
United Kingdom,2018-11-01,106.9
United Kingdom,2018-12-01,2.0
United Kingdom,2018-12-01,107.1
United Kingdom,2019-01-01,1.8
United Kingdom,2019-01-01,106.4
United Kingdom,2019-02-01,1.8
United Kingdom,2019-02-01,106.8
United Kingdom,2019-03-01,1.8
United Kingdom,2019-03-01,107.0
United Kingdom,2019-04-01,2.0
United Kingdom,2019-04-01,107.6
United Kingdom,2019-05-01,1.9
United Kingdom,2019-05-01,107.9
United Kingdom,2019-06-01,1.9
United Kingdom,2019-06-01,107.9
United Kingdom,2019-07-01,2.0
United Kingdom,2019-07-01,108.0
United Kingdom,2019-08-01,1.7
United Kingdom,2019-08-01,108.3
United Kingdom,2019-09-01,1.7
United Kingdom,2019-09-01,108.4
United Kingdom,2019-10-01,1.5
United Kingdom,2019-10-01,108.3
United Kingdom,2019-11-01,1.5
United Kingdom,2019-11-01,108.5
United Kingdom,2019-12-01,1.4
United Kingdom,2019-12-01,108.5
United Kingdom,2020-01-01,1.8
United Kingdom,2020-01-01,108.3
United Kingdom,2020-02-01,1.7
United Kingdom,2020-02-01,108.6
United Kingdom,2020-03-01,1.5
United Kingdom,2020-03-01,108.6
United Kingdom,2020-04-01,0.9
United Kingdom,2020-04-01,108.6
United Kingdom,2020-05-01,0.7
United Kingdom,2020-05-01,108.6
United Kingdom,2020-06-01,0.8
United Kingdom,2020-06-01,108.8
United Kingdom,2020-07-01,1.1
United Kingdom,2020-07-01,109.2
United Kingdom,2020-08-01,0.5
United Kingdom,2020-08-01,108.8
United Kingdom,2020-09-01,0.7
United Kingdom,2020-09-01,109.2
United Kingdom,2020-10-01,0.9
United Kingdom,2020-10-01,109.2
United Kingdom,2020-11-01,0.6
United Kingdom,2020-11-01,109.1
United Kingdom,2020-12-01,0.8
United Kingdom,2020-12-01,109.4
United Kingdom,2021-01-01,0.9
United Kingdom,2021-01-01,109.3
United Kingdom,2021-02-01,0.7
United Kingdom,2021-02-01,109.4
United Kingdom,2021-03-01,1.0
United Kingdom,2021-03-01,109.7
United Kingdom,2021-04-01,1.6
United Kingdom,2021-04-01,110.4
United Kingdom,2021-05-01,2.1
United Kingdom,2021-05-01,111.0
United Kingdom,2021-06-01,2.4
United Kingdom,2021-06-01,111.4
United Kingdom,2021-07-01,2.1
United Kingdom,2021-07-01,111.4
United Kingdom,2021-08-01,3.0
United Kingdom,2021-08-01,112.1
United Kingdom,2021-09-01,2.9
United Kingdom,2021-09-01,112.4
United Kingdom,2021-10-01,3.8
United Kingdom,2021-10-01,113.4
United Kingdom,2021-11-01,4.6
United Kingdom,2021-11-01,114.1
United Kingdom,2021-12-01,4.8
United Kingdom,2021-12-01,114.7
United Kingdom,2022-01-01,4.9
United Kingdom,2022-01-01,114.6
United Kingdom,2022-02-01,5.5
United Kingdom,2022-02-01,115.4
United Kingdom,2022-03-01,6.2
United Kingdom,2022-03-01,116.5
United Kingdom,2022-04-01,7.8
United Kingdom,2022-04-01,119.0
United Kingdom,2022-05-01,7.9
United Kingdom,2022-05-01,119.7
United Kingdom,2022-06-01,8.2
United Kingdom,2022-06-01,120.5
United Kingdom,2022-07-01,8.8
United Kingdom,2022-07-01,121.2
United Kingdom,2022-08-01,8.6
United Kingdom,2022-08-01,121.8
United Kingdom,2022-09-01,8.8
United Kingdom,2022-09-01,122.3
United Kingdom,2022-10-01,9.6
United Kingdom,2022-10-01,124.3
United Kingdom,2022-11-01,9.3
United Kingdom,2022-11-01,124.8
United Kingdom,2022-12-01,9.2
United Kingdom,2022-12-01,125.3
United Kingdom,2023-01-01,8.8
United Kingdom,2023-01-01,124.8
United Kingdom,2023-02-01,9.2
United Kingdom,2023-02-01,126.0
United Kingdom,2023-03-01,8.9
United Kingdom,2023-03-01,126.8
United Kingdom,2023-04-01,7.8
United Kingdom,2023-04-01,128.3
United Kingdom,2023-05-01,7.9
United Kingdom,2023-05-01,129.1
United Kingdom,2023-06-01,7.3
United Kingdom,2023-06-01,129.4
United Kingdom,2023-07-01,6.4
United Kingdom,2023-07-01,129.0
United Kingdom,2023-08-01,6.3
United Kingdom,2023-08-01,129.4
United Kingdom,2023-09-01,6.3
United Kingdom,2023-09-01,130.1
United Kingdom,2023-10-01,4.7
United Kingdom,2023-10-01,130.2
United Kingdom,2023-11-01,4.2
United Kingdom,2023-11-01,130.0
United Kingdom,2023-12-01,4.2
United Kingdom,2023-12-01,130.5
United Kingdom,2024-01-01,4.2
United Kingdom,2024-01-01,130.0
United Kingdom,2024-02-01,3.8
United Kingdom,2024-02-01,130.8
United Kingdom,2024-03-01,3.8
United Kingdom,2024-03-01,131.6
United Kingdom,2024-04-01,3.0
United Kingdom,2024-04-01,132.2
United Kingdom,2024-05-01,2.8
United Kingdom,2024-05-01,132.7
United Kingdom,2024-06-01,2.8
United Kingdom,2024-06-01,133.0
United Kingdom,2024-07-01,3.1
United Kingdom,2024-07-01,132.9
United Kingdom,2024-08-01,3.1
United Kingdom,2024-08-01,133.4
United Kingdom,2024-09-01,2.6
United Kingdom,2024-09-01,133.5
United Kingdom,2024-10-01,3.2
United Kingdom,2024-10-01,134.3
United Kingdom,2024-11-01,3.5
United Kingdom,2024-11-01,134.6
United Kingdom,2024-12-01,3.5
United Kingdom,2024-12-01,135.1
United Kingdom,2025-01-01,3.9
United Kingdom,2025-01-01,135.1
United Kingdom,2025-02-01,3.7
United Kingdom,2025-02-01,135.6
United Kingdom,2025-03-01,3.4
United Kingdom,2025-03-01,136.1
United States,2000-01-01,71.21852
United States,2000-01-01,2.738892
United States,2000-02-01,71.64043
United States,2000-02-01,3.221884
United States,2000-03-01,72.2311
United States,2000-03-01,3.757576
United States,2000-04-01,72.2733
United States,2000-04-01,3.068592
United States,2000-05-01,72.35768
United States,2000-05-01,3.188929
United States,2000-06-01,72.7374
United States,2000-06-01,3.730445
United States,2000-07-01,72.90617
United States,2000-07-01,3.659268
United States,2000-08-01,72.90617
United States,2000-08-01,3.411131
United States,2000-09-01,73.28588
United States,2000-09-01,3.454437
United States,2000-10-01,73.41245
United States,2000-10-01,3.448276
United States,2000-11-01,73.45464
United States,2000-11-01,3.446227
United States,2000-12-01,73.41245
United States,2000-12-01,3.386809
United States,2001-01-01,73.87656
United States,2001-01-01,3.732228
United States,2001-02-01,74.1719
United States,2001-02-01,3.533569
United States,2001-03-01,74.34066
United States,2001-03-01,2.920561
United States,2001-04-01,74.63599
United States,2001-04-01,3.269119
United States,2001-05-01,74.97353
United States,2001-05-01,3.61516
United States,2001-06-01,75.1001
United States,2001-06-01,3.24826
United States,2001-07-01,74.88914
United States,2001-07-01,2.719908
United States,2001-08-01,74.88914
United States,2001-08-01,2.719908
United States,2001-09-01,75.22667
United States,2001-09-01,2.648244
United States,2001-10-01,74.97353
United States,2001-10-01,2.126437
United States,2001-11-01,74.84695
United States,2001-11-01,1.895462
United States,2001-12-01,74.55161
United States,2001-12-01,1.551724
United States,2002-01-01,74.72038
United States,2002-01-01,1.142204
United States,2002-02-01,75.01572
United States,2002-02-01,1.137656
United States,2002-03-01,75.43763
United States,2002-03-01,1.475596
United States,2002-04-01,75.85954
United States,2002-04-01,1.639344
United States,2002-05-01,75.85954
United States,2002-05-01,1.181767
United States,2002-06-01,75.90173
United States,2002-06-01,1.067416
United States,2002-07-01,75.98611
United States,2002-07-01,1.464789
United States,2002-08-01,76.23926
United States,2002-08-01,1.802817
United States,2002-09-01,76.36583
United States,2002-09-01,1.514302
United States,2002-10-01,76.4924
United States,2002-10-01,2.025886
United States,2002-11-01,76.4924
United States,2002-11-01,2.198422
United States,2002-12-01,76.32364
United States,2002-12-01,2.37691
United States,2003-01-01,76.66117
United States,2003-01-01,2.597403
United States,2003-02-01,77.25185
United States,2003-02-01,2.980877
United States,2003-03-01,77.71594
United States,2003-03-01,3.020134
United States,2003-04-01,77.54718
United States,2003-04-01,2.224694
United States,2003-05-01,77.42061
United States,2003-05-01,2.057842
United States,2003-06-01,77.50499
United States,2003-06-01,2.112285
United States,2003-07-01,77.58937
United States,2003-07-01,2.109939
United States,2003-08-01,77.88471
United States,2003-08-01,2.158273
United States,2003-09-01,78.13786
United States,2003-09-01,2.320442
United States,2003-10-01,78.05347
United States,2003-10-01,2.040816
United States,2003-11-01,77.84251
United States,2003-11-01,1.76503
United States,2003-12-01,77.75813
United States,2003-12-01,1.879491
United States,2004-01-01,78.13786
United States,2004-01-01,1.926252
United States,2004-02-01,78.55977
United States,2004-02-01,1.693064
United States,2004-03-01,79.06606
United States,2004-03-01,1.737242
United States,2004-04-01,79.31921
United States,2004-04-01,2.285093
United States,2004-05-01,79.78331
United States,2004-05-01,3.051771
United States,2004-06-01,80.03645
United States,2004-06-01,3.266195
United States,2004-07-01,79.90988
United States,2004-07-01,2.990756
United States,2004-08-01,79.95207
United States,2004-08-01,2.654388
United States,2004-09-01,80.12083
United States,2004-09-01,2.537797
United States,2004-10-01,80.54275
United States,2004-10-01,3.189189
United States,2004-11-01,80.58494
United States,2004-11-01,3.523035
United States,2004-12-01,80.2896
United States,2004-12-01,3.255562
United States,2005-01-01,80.45837
United States,2005-01-01,2.969762
United States,2005-02-01,80.92246
United States,2005-02-01,3.007519
United States,2005-03-01,81.55533
United States,2005-03-01,3.148346
United States,2005-04-01,82.10381
United States,2005-04-01,3.510638
United States,2005-05-01,82.01943
United States,2005-05-01,2.80275
United States,2005-06-01,82.06162
United States,2005-06-01,2.530311
United States,2005-07-01,82.44135
United States,2005-07-01,3.167899
United States,2005-08-01,82.86325
United States,2005-08-01,3.641161
United States,2005-09-01,83.87584
United States,2005-09-01,4.686677
United States,2005-10-01,84.0446
United States,2005-10-01,4.347826
United States,2005-11-01,83.36954
United States,2005-11-01,3.455497
United States,2005-12-01,83.03202
United States,2005-12-01,3.415659
United States,2006-01-01,83.66489
United States,2006-01-01,3.985317
United States,2006-02-01,83.83365
United States,2006-02-01,3.597497
United States,2006-03-01,84.29775
United States,2006-03-01,3.362649
United States,2006-04-01,85.015
United States,2006-04-01,3.545735
United States,2006-05-01,85.43691
United States,2006-05-01,4.166667
United States,2006-06-01,85.60567
United States,2006-06-01,4.318766
United States,2006-07-01,85.85882
United States,2006-07-01,4.145343
United States,2006-08-01,86.02759
United States,2006-08-01,3.818737
United States,2006-09-01,85.60567
United States,2006-09-01,2.062374
United States,2006-10-01,85.14157
United States,2006-10-01,1.305221
United States,2006-11-01,85.015
United States,2006-11-01,1.973684
United States,2006-12-01,85.14157
United States,2006-12-01,2.54065
United States,2007-01-01,85.40147
United States,2007-01-01,2.075643
United States,2007-02-01,85.8584
United States,2007-02-01,2.415199
United States,2007-03-01,86.6402
United States,2007-03-01,2.778779
United States,2007-04-01,87.20303
United States,2007-04-01,2.573697
United States,2007-05-01,87.7359
United States,2007-05-01,2.690864
United States,2007-06-01,87.90593
United States,2007-06-01,2.687038
United States,2007-07-01,87.88357
United States,2007-07-01,2.358231
United States,2007-08-01,87.7224
United States,2007-08-01,1.970083
United States,2007-09-01,87.96416
United States,2007-09-01,2.755052
United States,2007-10-01,88.15233
United States,2007-10-01,3.536175
United States,2007-11-01,88.67592
United States,2007-11-01,4.306203
United States,2007-12-01,88.61642
United States,2007-12-01,4.081269
United States,2008-01-01,89.0569
United States,2008-01-01,4.280294
United States,2008-02-01,89.31554
United States,2008-02-01,4.026556
United States,2008-03-01,90.08974
United States,2008-03-01,3.981456
United States,2008-04-01,90.63612
United States,2008-04-01,3.93689
United States,2008-05-01,91.39935
United States,2008-05-01,4.175543
United States,2008-06-01,92.32038
United States,2008-06-01,5.02179
United States,2008-07-01,92.80516
United States,2008-07-01,5.600123
United States,2008-08-01,92.43472
United States,2008-08-01,5.371855
United States,2008-09-01,92.30688
United States,2008-09-01,4.936927
United States,2008-10-01,91.37446
United States,2008-10-01,3.655186
United States,2008-11-01,89.62437
United States,2008-11-01,1.069575
United States,2008-12-01,88.69743
United States,2008-12-01,0.0914129
United States,2009-01-01,89.08348
United States,2009-01-01,0.0298465
United States,2009-02-01,89.52649
United States,2009-02-01,0.2361911
United States,2009-03-01,89.74419
United States,2009-03-01,-0.3835562
United States,2009-04-01,89.96823
United States,2009-04-01,-0.7368857
United States,2009-05-01,90.22813
United States,2009-05-01,-1.281436
United States,2009-06-01,91.00317
United States,2009-06-01,-1.426776
United States,2009-07-01,90.85889
United States,2009-07-01,-2.097161
United States,2009-08-01,91.06267
United States,2009-08-01,-1.484349
United States,2009-09-01,91.11962
United States,2009-09-01,-1.286206
United States,2009-10-01,91.20738
United States,2009-10-01,-0.1828483
United States,2009-11-01,91.27193
United States,2009-11-01,1.838296
United States,2009-12-01,91.11118
United States,2009-12-01,2.721331
United States,2010-01-01,91.42255
United States,2010-01-01,2.625709
United States,2010-02-01,91.44534
United States,2010-02-01,2.143332
United States,2010-03-01,91.82084
United States,2010-03-01,2.313959
United States,2010-04-01,91.98032
United States,2010-04-01,2.236447
United States,2010-05-01,92.05163
United States,2010-05-01,2.020986
United States,2010-06-01,91.96176
United States,2010-06-01,1.053349
United States,2010-07-01,91.98116
United States,2010-07-01,1.235193
United States,2010-08-01,92.10816
United States,2010-08-01,1.148105
United States,2010-09-01,92.16174
United States,2010-09-01,1.143683
United States,2010-10-01,92.2765
United States,2010-10-01,1.172188
United States,2010-11-01,92.31532
United States,2010-11-01,1.143161
United States,2010-12-01,92.47396
United States,2010-12-01,1.495723
United States,2011-01-01,92.91443
United States,2011-01-01,1.631847
United States,2011-02-01,93.37263
United States,2011-02-01,2.107585
United States,2011-03-01,94.28311
United States,2011-03-01,2.681603
United States,2011-04-01,94.89024
United States,2011-04-01,3.163631
United States,2011-05-01,95.33662
United States,2011-05-01,3.568646
United States,2011-06-01,95.23452
United States,2011-06-01,3.558828
United States,2011-07-01,95.3189
United States,2011-07-01,3.628716
United States,2011-08-01,95.58175
United States,2011-08-01,3.771208
United States,2011-09-01,95.72689
United States,2011-09-01,3.868357
United States,2011-10-01,95.52943
United States,2011-10-01,3.5252
United States,2011-11-01,95.44885
United States,2011-11-01,3.394378
United States,2011-12-01,95.21342
United States,2011-12-01,2.962419
United States,2012-01-01,95.63238
United States,2012-01-01,2.925217
United States,2012-02-01,96.05344
United States,2012-02-01,2.871099
United States,2012-03-01,96.78293
United States,2012-03-01,2.651398
United States,2012-04-01,97.07532
United States,2012-04-01,2.30274
United States,2012-05-01,96.9614
United States,2012-05-01,1.704254
United States,2012-06-01,96.81921
United States,2012-06-01,1.663994
United States,2012-07-01,96.66142
United States,2012-07-01,1.408451
United States,2012-08-01,97.19936
United States,2012-08-01,1.692379
United States,2012-09-01,97.63308
United States,2012-09-01,1.991282
United States,2012-10-01,97.59511
United States,2012-10-01,2.162344
United States,2012-11-01,97.1327
United States,2012-11-01,1.764134
United States,2012-12-01,96.87111
United States,2012-12-01,1.741022
United States,2013-01-01,97.15759
United States,2013-01-01,1.594865
United States,2013-02-01,97.95331
United States,2013-02-01,1.977924
United States,2013-03-01,98.20941
United States,2013-03-01,1.473896
United States,2013-04-01,98.10731
United States,2013-04-01,1.063085
United States,2013-05-01,98.28198
United States,2013-05-01,1.361965
United States,2013-06-01,98.51783
United States,2013-06-01,1.754417
United States,2013-07-01,98.55664
United States,2013-07-01,1.960682
United States,2013-08-01,98.6752
United States,2013-08-01,1.518368
United States,2013-09-01,98.78996
United States,2013-09-01,1.184925
United States,2013-10-01,98.53555
United States,2013-10-01,0.9636127
United States,2013-11-01,98.3343
United States,2013-11-01,1.237072
United States,2013-12-01,98.32586
United States,2013-12-01,1.501736
United States,2014-01-01,98.69166
United States,2014-01-01,1.578947
United States,2014-02-01,99.05661
United States,2014-02-01,1.126349
United States,2014-03-01,99.69453
United States,2014-03-01,1.512203
United States,2014-04-01,100.0232
United States,2014-04-01,1.952858
United States,2014-05-01,100.3725
United States,2014-05-01,2.127111
United States,2014-06-01,100.5595
United States,2014-06-01,2.072341
United States,2014-07-01,100.5202
United States,2014-07-01,1.992329
United States,2014-08-01,100.3523
United States,2014-08-01,1.699611
United States,2014-09-01,100.4278
United States,2014-09-01,1.657919
United States,2014-10-01,100.1755
United States,2014-10-01,1.66434
United States,2014-11-01,99.63463
United States,2014-11-01,1.322355
United States,2014-12-01,99.06969
United States,2014-12-01,0.7564933
United States,2015-01-01,98.60348
United States,2015-01-01,-0.08934832
United States,2015-02-01,99.03172
United States,2015-02-01,-0.0251298
United States,2015-03-01,99.62112
United States,2015-03-01,-0.07363739
United States,2015-04-01,99.82364
United States,2015-04-01,-0.1995174
United States,2015-05-01,100.3325
United States,2015-05-01,-0.03993275
United States,2015-06-01,100.6839
United States,2015-06-01,0.1237712
United States,2015-07-01,100.6907
United States,2015-07-01,0.1695698
United States,2015-08-01,100.5481
United States,2015-08-01,0.1950793
United States,2015-09-01,100.3915
United States,2015-09-01,-0.03612975
United States,2015-10-01,100.3464
United States,2015-10-01,0.1705744
United States,2015-11-01,100.1346
United States,2015-11-01,0.5017976
United States,2015-12-01,99.79242
United States,2015-12-01,0.7295198
United States,2016-01-01,99.95739
United States,2016-01-01,1.373087
United States,2016-02-01,100.0397
United States,2016-02-01,1.0178
United States,2016-03-01,100.4704
United States,2016-03-01,0.8525362
United States,2016-04-01,100.9468
United States,2016-04-01,1.12511
United States,2016-05-01,101.3552
United States,2016-05-01,1.019323
United States,2016-06-01,101.6881
United States,2016-06-01,0.9973265
United States,2016-07-01,101.5235
United States,2016-07-01,0.8271388
United States,2016-08-01,101.6168
United States,2016-08-01,1.062875
United States,2016-09-01,101.861
United States,2016-09-01,1.463784
United States,2016-10-01,101.988
United States,2016-10-01,1.635988
United States,2016-11-01,101.8294
United States,2016-11-01,1.692537
United States,2016-12-01,101.8627
United States,2016-12-01,2.074622
United States,2017-01-01,102.4564
United States,2017-01-01,2.500042
United States,2017-02-01,102.7787
United States,2017-02-01,2.737958
United States,2017-03-01,102.8622
United States,2017-03-01,2.380612
United States,2017-04-01,103.1673
United States,2017-04-01,2.19969
United States,2017-05-01,103.2555
United States,2017-05-01,1.874878
United States,2017-06-01,103.3491
United States,2017-06-01,1.633488
United States,2017-07-01,103.2778
United States,2017-07-01,1.727978
United States,2017-08-01,103.5871
United States,2017-08-01,1.938974
United States,2017-09-01,104.1356
United States,2017-09-01,2.232964
United States,2017-10-01,104.0697
United States,2017-10-01,2.041129
United States,2017-11-01,104.0723
United States,2017-11-01,2.202583
United States,2017-12-01,104.0111
United States,2017-12-01,2.109082
United States,2018-01-01,104.5777
United States,2018-01-01,2.070508
United States,2018-02-01,105.052
United States,2018-02-01,2.211795
United States,2018-03-01,105.2895
United States,2018-03-01,2.359711
United States,2018-04-01,105.708
United States,2018-04-01,2.462744
United States,2018-05-01,106.1477
United States,2018-05-01,2.801012
United States,2018-06-01,106.3168
United States,2018-06-01,2.871548
United States,2018-07-01,106.324
United States,2018-07-01,2.949515
United States,2018-08-01,106.3831
United States,2018-08-01,2.69918
United States,2018-09-01,106.5067
United States,2018-09-01,2.276972
United States,2018-10-01,106.6949
United States,2018-10-01,2.52247
United States,2018-11-01,106.3375
United States,2018-11-01,2.176601
United States,2018-12-01,105.9979
United States,2018-12-01,1.910159
United States,2019-01-01,106.2
United States,2019-01-01,1.551235
United States,2019-02-01,106.6489
United States,2019-02-01,1.520135
United States,2019-03-01,107.2505
United States,2019-03-01,1.862523
United States,2019-04-01,107.8184
United States,2019-04-01,1.99644
United States,2019-05-01,108.0479
United States,2019-05-01,1.790228
United States,2019-06-01,108.0695
United States,2019-06-01,1.648485
United States,2019-07-01,108.25
United States,2019-07-01,1.811465
United States,2019-08-01,108.2446
United States,2019-08-01,1.74978
United States,2019-09-01,108.3294
United States,2019-09-01,1.711305
United States,2019-10-01,108.577
United States,2019-10-01,1.764043
United States,2019-11-01,108.5188
United States,2019-11-01,2.051278
United States,2019-12-01,108.4201
United States,2019-12-01,2.28513
United States,2020-01-01,108.8407
United States,2020-01-01,2.486572
United States,2020-02-01,109.139
United States,2020-02-01,2.334874
United States,2020-03-01,108.9015
United States,2020-03-01,1.539327
United States,2020-04-01,108.1733
United States,2020-04-01,0.3290967
United States,2020-05-01,108.1754
United States,2020-05-01,0.1179264
United States,2020-06-01,108.7673
United States,2020-06-01,0.6457331
United States,2020-07-01,109.3175
United States,2020-07-01,0.9860818
United States,2020-08-01,109.6622
United States,2020-08-01,1.309645
United States,2020-09-01,109.8149
United States,2020-09-01,1.371325
United States,2020-10-01,109.8605
United States,2020-10-01,1.182066
United States,2020-11-01,109.7934
United States,2020-11-01,1.174536
United States,2020-12-01,109.8968
United States,2020-12-01,1.362005
United States,2021-01-01,110.3642
United States,2021-01-01,1.39977
United States,2021-02-01,110.9684
United States,2021-02-01,1.676215
United States,2021-03-01,111.7544
United States,2021-03-01,2.619762
United States,2021-04-01,112.6729
United States,2021-04-01,4.159695
United States,2021-05-01,113.5762
United States,2021-05-01,4.992707
United States,2021-06-01,114.6314
United States,2021-06-01,5.391451
United States,2021-07-01,115.1829
United States,2021-07-01,5.365475
United States,2021-08-01,115.4208
United States,2021-08-01,5.251272
United States,2021-09-01,115.7343
United States,2021-09-01,5.390349
United States,2021-10-01,116.6958
United States,2021-10-01,6.221869
United States,2021-11-01,117.2692
United States,2021-11-01,6.809003
United States,2021-12-01,117.6295
United States,2021-12-01,7.036403
United States,2022-01-01,118.6193
United States,2022-01-01,7.479873
United States,2022-02-01,119.7028
United States,2022-02-01,7.871064
United States,2022-03-01,121.301
United States,2022-03-01,8.542456
United States,2022-04-01,121.9782
United States,2022-04-01,8.25863
United States,2022-05-01,123.3228
United States,2022-05-01,8.581511
United States,2022-06-01,125.0168
United States,2022-06-01,9.059758
United States,2022-07-01,125.002
United States,2022-07-01,8.524815
United States,2022-08-01,124.9577
United States,2022-08-01,8.262692
United States,2022-09-01,125.2265
United States,2022-09-01,8.20167
United States,2022-10-01,125.7344
United States,2022-10-01,7.745427
United States,2022-11-01,125.6074
United States,2022-11-01,7.110323
United States,2022-12-01,125.2218
United States,2022-12-01,6.454401
United States,2023-01-01,126.223
United States,2023-01-01,6.410147
United States,2023-02-01,126.9276
United States,2023-02-01,6.035613
United States,2023-03-01,127.3478
United States,2023-03-01,4.984974
United States,2023-04-01,127.9921
United States,2023-04-01,4.93032
United States,2023-05-01,128.3144
United States,2023-05-01,4.047609
United States,2023-06-01,128.7287
United States,2023-06-01,2.969178
United States,2023-07-01,128.9743
United States,2023-07-01,3.17778
United States,2023-08-01,129.5375
United States,2023-08-01,3.665112
United States,2023-09-01,129.8595
United States,2023-09-01,3.699698
United States,2023-10-01,129.8097
United States,2023-10-01,3.241145
United States,2023-11-01,129.5481
United States,2023-11-01,3.137271
United States,2023-12-01,129.4194
United States,2023-12-01,3.352123
United States,2024-01-01,130.1244
United States,2024-01-01,3.090885
United States,2024-02-01,130.9299
United States,2024-02-01,3.153171
United States,2024-03-01,131.7762
United States,2024-03-01,3.477385
United States,2024-04-01,132.2892
United States,2024-04-01,3.357364
United States,2024-05-01,132.5091
United States,2024-05-01,3.269029
United States,2024-06-01,132.5538
United States,2024-06-01,2.971397
United States,2024-07-01,132.7078
United States,2024-07-01,2.894753
United States,2024-08-01,132.8158
United States,2024-08-01,2.53073
United States,2024-09-01,133.0289
United States,2024-09-01,2.440633
United States,2024-10-01,133.182
United States,2024-10-01,2.597905
United States,2024-11-01,133.1099
United States,2024-11-01,2.74938
United States,2024-12-01,133.1571
United States,2024-12-01,2.888057
United States,2025-01-01,134.0288
United States,2025-01-01,3.000483
United States,2025-02-01,134.6241
United States,2025-02-01,2.821549
United States,2025-03-01,134.9266
United States,2025-03-01,2.390725
